主id	名称	星级	品质	等级	战斗力	头像	宣言	前排怪1	前排怪2	前排怪3	后排1	后排2	后排3
3560	穆罕穆德超62	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3561	穆罕穆德超63	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3562	穆罕穆德超64	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3563	穆罕穆德超65	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3564	穆罕穆德超66	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3565	穆罕穆德超67	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3566	穆罕穆德超68	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3567	穆罕穆德超69	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3568	穆罕穆德超70	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3569	穆罕穆德超71	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3570	穆罕穆德超72	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3571	穆罕穆德超73	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3572	穆罕穆德超74	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3573	穆罕穆德超75	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3574	穆罕穆德超76	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3575	穆罕穆德超77	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3576	穆罕穆德超78	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3577	穆罕穆德超79	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3578	穆罕穆德超80	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3579	穆罕穆德超81	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3580	穆罕穆德超82	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3581	穆罕穆德超83	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3582	穆罕穆德超84	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3583	穆罕穆德超85	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3584	穆罕穆德超86	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3585	穆罕穆德超87	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3586	穆罕穆德超88	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3587	穆罕穆德超89	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3588	穆罕穆德超90	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3589	穆罕穆德超91	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3590	穆罕穆德超92	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3591	穆罕穆德超93	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3592	穆罕穆德超94	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3593	穆罕穆德超95	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3594	穆罕穆德超96	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3595	穆罕穆德超97	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3596	穆罕穆德超98	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3597	穆罕穆德超99	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3598	穆罕穆德超100	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3599	穆罕穆德超101	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3600	穆罕穆德超102	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3601	穆罕穆德超103	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3602	穆罕穆德超104	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3603	穆罕穆德超105	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3604	穆罕穆德超106	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3605	穆罕穆德超107	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3606	穆罕穆德超108	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3607	穆罕穆德超109	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3608	穆罕穆德超110	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3609	穆罕穆德超111	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3610	穆罕穆德超112	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3611	穆罕穆德超113	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3612	穆罕穆德超114	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3613	穆罕穆德超115	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3614	穆罕穆德超116	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3615	穆罕穆德超117	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3616	穆罕穆德超118	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3617	穆罕穆德超119	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3618	穆罕穆德超120	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3619	穆罕穆德超121	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3620	穆罕穆德超122	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3621	穆罕穆德超123	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3622	穆罕穆德超124	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3623	穆罕穆德超125	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3624	穆罕穆德超126	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3625	穆罕穆德超127	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3626	穆罕穆德超128	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3627	穆罕穆德超129	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3628	穆罕穆德超130	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3629	穆罕穆德超131	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3630	穆罕穆德超132	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3631	穆罕穆德超133	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3632	穆罕穆德超134	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3633	穆罕穆德超135	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3634	穆罕穆德超136	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3635	穆罕穆德超137	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3636	穆罕穆德超138	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3637	穆罕穆德超139	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3638	穆罕穆德超140	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3639	穆罕穆德超141	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3640	穆罕穆德超142	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3641	穆罕穆德超143	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3642	穆罕穆德超144	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3643	穆罕穆德超145	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3644	穆罕穆德超146	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3645	穆罕穆德超147	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3646	穆罕穆德超148	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3647	穆罕穆德超149	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3648	穆罕穆德超150	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3649	穆罕穆德超151	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3650	穆罕穆德超152	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3651	穆罕穆德超153	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3652	穆罕穆德超154	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3653	穆罕穆德超155	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3654	穆罕穆德超156	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3655	穆罕穆德超157	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3656	穆罕穆德超158	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3657	穆罕穆德超159	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3658	穆罕穆德超160	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3659	穆罕穆德超161	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3660	穆罕穆德超162	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3661	穆罕穆德超163	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3662	穆罕穆德超164	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3663	穆罕穆德超165	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3664	穆罕穆德超166	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3665	穆罕穆德超167	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3666	穆罕穆德超168	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3667	穆罕穆德超169	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3668	穆罕穆德超170	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3669	穆罕穆德超171	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3670	穆罕穆德超172	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3671	穆罕穆德超173	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3672	穆罕穆德超174	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3673	穆罕穆德超175	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3674	穆罕穆德超176	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3675	穆罕穆德超177	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3676	穆罕穆德超178	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3677	穆罕穆德超179	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3678	穆罕穆德超180	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3679	穆罕穆德超181	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3680	穆罕穆德超182	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3681	穆罕穆德超183	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3682	穆罕穆德超184	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3683	穆罕穆德超185	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3684	穆罕穆德超186	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3685	穆罕穆德超187	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3686	穆罕穆德超188	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3687	穆罕穆德超189	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3688	穆罕穆德超190	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3689	穆罕穆德超191	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3690	穆罕穆德超192	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3691	穆罕穆德超193	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3692	穆罕穆德超194	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3693	穆罕穆德超195	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3694	穆罕穆德超196	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3695	穆罕穆德超197	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3696	穆罕穆德超198	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3697	穆罕穆德超199	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3698	穆罕穆德超200	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3699	穆罕穆德超201	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3700	穆罕穆德超202	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3701	穆罕穆德超203	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3702	穆罕穆德超204	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3703	穆罕穆德超205	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3704	穆罕穆德超206	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3705	穆罕穆德超207	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3706	穆罕穆德超208	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3707	穆罕穆德超209	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3708	穆罕穆德超210	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3709	穆罕穆德超211	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3710	穆罕穆德超212	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3711	穆罕穆德超213	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3712	穆罕穆德超214	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3713	穆罕穆德超215	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3714	穆罕穆德超216	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3715	穆罕穆德超217	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3716	穆罕穆德超218	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3717	穆罕穆德超219	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3718	穆罕穆德超220	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3719	穆罕穆德超221	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3720	穆罕穆德超222	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3721	穆罕穆德超223	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3722	穆罕穆德超224	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3723	穆罕穆德超225	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3724	穆罕穆德超226	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3725	穆罕穆德超227	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3726	穆罕穆德超228	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3727	穆罕穆德超229	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3728	穆罕穆德超230	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3729	穆罕穆德超231	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3730	穆罕穆德超232	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3731	穆罕穆德超233	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3732	穆罕穆德超234	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3733	穆罕穆德超235	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3734	穆罕穆德超236	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3735	穆罕穆德超237	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3736	穆罕穆德超238	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3737	穆罕穆德超239	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3738	穆罕穆德超240	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3739	穆罕穆德超241	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3740	穆罕穆德超242	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3741	穆罕穆德超243	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3742	穆罕穆德超244	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3743	穆罕穆德超245	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3744	穆罕穆德超246	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3745	穆罕穆德超247	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3746	穆罕穆德超248	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3747	穆罕穆德超249	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3748	穆罕穆德超250	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3749	穆罕穆德超251	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3750	穆罕穆德超252	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3751	穆罕穆德超253	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3752	穆罕穆德超254	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3753	穆罕穆德超255	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3754	穆罕穆德超256	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3755	穆罕穆德超257	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3756	穆罕穆德超258	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3757	穆罕穆德超259	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3758	穆罕穆德超260	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3759	穆罕穆德超261	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3760	穆罕穆德超262	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3761	穆罕穆德超263	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3762	穆罕穆德超264	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3763	穆罕穆德超265	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3764	穆罕穆德超266	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3765	穆罕穆德超267	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3766	穆罕穆德超268	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3767	穆罕穆德超269	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3768	穆罕穆德超270	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3769	穆罕穆德超271	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3770	穆罕穆德超272	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3771	穆罕穆德超273	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3772	穆罕穆德超274	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3773	穆罕穆德超275	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3774	穆罕穆德超276	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3775	穆罕穆德超277	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3776	穆罕穆德超278	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3777	穆罕穆德超279	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3778	穆罕穆德超280	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3779	穆罕穆德超281	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3780	穆罕穆德超282	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3781	穆罕穆德超283	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3782	穆罕穆德超284	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3783	穆罕穆德超285	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3784	穆罕穆德超286	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3785	穆罕穆德超287	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3786	穆罕穆德超288	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3787	穆罕穆德超289	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3788	穆罕穆德超290	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3789	穆罕穆德超291	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3790	穆罕穆德超292	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3791	穆罕穆德超293	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3792	穆罕穆德超294	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3793	穆罕穆德超295	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3794	穆罕穆德超296	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3795	穆罕穆德超297	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3796	穆罕穆德超298	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3797	穆罕穆德超299	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3798	穆罕穆德超300	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3799	穆罕穆德超301	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3800	穆罕穆德超302	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3801	穆罕穆德超303	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3802	穆罕穆德超304	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3803	穆罕穆德超305	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3804	穆罕穆德超306	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3805	穆罕穆德超307	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3806	穆罕穆德超308	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3807	穆罕穆德超309	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3808	穆罕穆德超310	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3809	穆罕穆德超311	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3810	穆罕穆德超312	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3811	穆罕穆德超313	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3812	穆罕穆德超314	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3813	穆罕穆德超315	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3814	穆罕穆德超316	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3815	穆罕穆德超317	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3816	穆罕穆德超318	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3817	穆罕穆德超319	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3818	穆罕穆德超320	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3819	穆罕穆德超321	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3820	穆罕穆德超322	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3821	穆罕穆德超323	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3822	穆罕穆德超324	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3823	穆罕穆德超325	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3824	穆罕穆德超326	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3825	穆罕穆德超327	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3826	穆罕穆德超328	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3827	穆罕穆德超329	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3828	穆罕穆德超330	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3829	穆罕穆德超331	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3830	穆罕穆德超332	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3831	穆罕穆德超333	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3832	穆罕穆德超334	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3833	穆罕穆德超335	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3834	穆罕穆德超336	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3835	穆罕穆德超337	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3836	穆罕穆德超338	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3837	穆罕穆德超339	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3838	穆罕穆德超340	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3839	穆罕穆德超341	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3840	穆罕穆德超342	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3841	穆罕穆德超343	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3842	穆罕穆德超344	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3843	穆罕穆德超345	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3844	穆罕穆德超346	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3845	穆罕穆德超347	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3846	穆罕穆德超348	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3847	穆罕穆德超349	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3848	穆罕穆德超350	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3849	穆罕穆德超351	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3850	穆罕穆德超352	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3851	穆罕穆德超353	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3852	穆罕穆德超354	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3853	穆罕穆德超355	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3854	穆罕穆德超356	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3855	穆罕穆德超357	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3856	穆罕穆德超358	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3857	穆罕穆德超359	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3858	穆罕穆德超360	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3859	穆罕穆德超361	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3860	穆罕穆德超362	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3861	穆罕穆德超363	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3862	穆罕穆德超364	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3863	穆罕穆德超365	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3864	穆罕穆德超366	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3865	穆罕穆德超367	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3866	穆罕穆德超368	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3867	穆罕穆德超369	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
3868	穆罕穆德超370	4	1	15	4620	1	我是超级格斗家	100	103	119	127	104	116
