关卡ID	关卡名称	关卡描述	关卡目标对话	关卡目标类型	关卡目标	关卡类型	所在地图ID	关卡需求等级	首次通关后是否再挑战	每天挑战次数	关卡战斗背景	关卡正常背景	前置关卡	首次掉落	活动掉落	关卡掉落	关卡宝箱	扫荡额外掉落	关卡开启时间	体力消耗	通关角色经验	通关卡片经验	通关金钱	保底金钱	保底经验	推荐战斗力	最大回合	关卡回合	1回合前排怪1	1回合前排怪2	1回合前排怪3	1回合后排1	1回合后排2	1回合后排3	2回合前排怪1	2回合前排怪2	2回合前排怪3	2回合后排1	2回合后排2	2回合后排3	3回合前排怪1	3回合前排怪2	3回合前排怪3	3回合后排1	3回合后排2	3回合后排3	掉落显示	怪物显示	关卡图标位置
20404	Stage_StageNameId_20404			2,4	30,0	3	204	1	0	0	battle04	stage_xqnm03	10408,20403			75000,80400,75004,80404	4070023:2,6:1,2:20,1:6000	70400	0	12	12	40	769	0	0	0	0	3	1402	1402	1402	0	0	0	1402	0	1402	0	0	0	1408	1413	1414	0	0	0	4070023,4030002,4020000	1402,1402,1408	336,145
20501	Stage_StageNameId_20501			2,4	30,0	1	205	1	0	0	battle05	stage_xqnm03	10502,20404			75000,80500,75005,80501	4030002:2,6:1,2:20,1:6000	70500	0	12	12	45	781	0	0	0	0	3	0	1415	0	0	1415	1415	1415	1415	1415	0	1421	0	0	1422	0	0	0	0	4030003,4020000	1415,1415,1422	-535,107
20502	Stage_StageNameId_20502			2,4	30,0	1	205	1	0	0	battle05	stage_xqnm03	10504,20501			75000,80500,75005,80502	4070004:2,6:1,2:20,1:6000	70500	0	12	12	45	793	0	0	0	0	3	1415	1415	1415	1415	1415	1415	1415	1415	1415	0	0	0	0	1423	0	0	1424	0	4070004,4030003,4020000	1415,1415,1423	-506,-48
20503	Stage_StageNameId_20503			2,4	30,0	1	205	1	0	0	battle05	stage_xqnm03	10506,20502			75000,80500,75005,80503	4030002:2,6:1,2:20,1:6000	70500	0	12	12	45	805	0	0	0	0	3	1415	0	0	1415	0	1415	1415	0	1415	0	1415	0	0	1425	0	1426	1427	1428	4070005,4030003,4020000	1415,1415,1425	-123,76
20504	Stage_StageNameId_20504			2,4	30,0	1	205	1	0	0	battle05	stage_xqnm03	10508,20503			75000,80500,75005,80504	4070025:2,6:1,2:20,1:6000	70500	0	12	12	45	817	0	0	0	0	3	0	1415	0	0	1415	0	0	1429	0	0	1430	0	0	1431	0	0	1432	0	4070025,4030003,4020000	1415,1429,1431	313,27
20505	Stage_StageNameId_20505			2,4	30,0	3	205	1	0	0	battle05	stage_xqnm03	10510,20504			75000,80500,75005,80505	4070016:2,6:1,2:20,1:6000	70500	0	12	12	45	829	0	0	0	0	3	1415	0	1415	0	1415	0	1415	1415	1415	1415	1415	1415	0	1421	0	1425	0	1429	4070016,4030003,4020000	1415,1415,1421	-54,-128
20601	Stage_StageNameId_20601			2,4	30,0	1	206	1	0	0	battle06	stage_xqnm03	10602,20505			75000,80600,75006,80601	4030003:2,6:1,2:20,1:10000	70600	0	12	12	50	841	0	0	0	0	3	1433	1433	1433	0	1433	0	1433	0	1433	1433	0	1433	0	1439	0	0	0	0	4030003,4020000	1433,1433,1439	-535,107
20602	Stage_StageNameId_20602			2,4	30,0	1	206	1	0	0	battle06	stage_xqnm03	10604,20601			75000,80600,75006,80602	4070024:2,6:1,2:20,1:10000	70600	0	12	12	50	853	0	0	0	0	3	1433	1433	1433	1433	0	1433	0	1440	0	0	1441	0	0	1442	0	0	1443	0	4070024,4030003,4020000	1433,1440,1442	-506,-48
20603	Stage_StageNameId_20603			2,4	30,0	1	206	1	0	0	battle06	stage_xqnm03	10606,20602			75000,80600,75006,80603	4030003:2,6:1,2:20,1:10000	70600	0	12	12	50	865	0	0	0	0	3	0	1444	0	0	0	0	0	1444	0	0	0	0	0	1444	0	0	0	0	4070001,4030003,4020000	1444,1444,1444	-123,76
20604	Stage_StageNameId_20604			2,4	30,0	1	206	1	0	0	battle06	stage_xqnm03	10608,20603			75000,80600,75006,80604	4070021:2,6:1,2:20,1:10000	70600	0	12	12	50	877	0	0	0	0	3	1433	0	1433	0	0	0	1433	1433	1433	1433	0	1433	0	1445	0	1446	1440	1447	4070021,4030003,4020000	1433,1433,1445	313,27
20605	Stage_StageNameId_20605			2,4	30,0	3	206	1	0	0	battle06	stage_xqnm03	10610,20604			75000,80600,75006,80605	4070010:2,6:1,2:20,1:10000	70600	0	12	12	50	889	0	0	0	0	3	1433	1433	1433	1433	1433	1433	0	1448	0	0	0	0	0	1449	0	0	1450	0	4070010,4030003,4020000	1433,1448,1449	-54,-128
20701	Stage_StageNameId_20701			2,4	30,0	1	207	1	0	0	battle01	stage_xqnm03	10702,20605			75000,80600,75007,80701	4030004:2,6:1,2:20,1:10000	70700	0	12	12	60	901	0	0	0	0	3	1451	1451	1451	0	0	0	0	1457	0	0	0	0	0	1458	0	0	0	0	4030004,4020000	1451,1457,1458	-535,107
20702	Stage_StageNameId_20702			2,4	30,0	1	207	1	0	0	battle01	stage_xqnm03	10704,20701			75000,80600,75007,80702	4070027:2,6:1,2:20,1:10000	70700	0	12	12	60	913	0	0	0	0	3	1451	1451	1451	0	0	0	1451	1451	1451	0	1451	0	1459	0	1460	1459	0	1460	4070027,4030004,4020000	1451,1451,1459	-506,-48
20703	Stage_StageNameId_20703			2,4	30,0	1	207	1	0	0	battle01	stage_xqnm03	10706,20702			75000,80600,75007,80703	4030004:2,6:1,2:20,1:10000	70700	0	12	12	60	925	0	0	0	0	3	1451	1451	1451	1451	1451	1451	1451	0	1451	0	1451	0	0	1461	0	1462	0	1463	4070025,4030004,4020000	1451,1451,1461	-123,76
20704	Stage_StageNameId_20704			2,4	30,0	1	207	1	0	0	battle01	stage_xqnm03	10708,20703			75000,80600,75007,80704	4070001:2,6:1,2:20,1:10000	70700	0	12	12	60	937	0	0	0	0	3	0	1451	0	1451	1451	0	0	1462	0	0	0	0	0	1457	0	0	0	0	4070001,4030004,4020000	1451,1462,1457	313,27
20705	Stage_StageNameId_20705			2,4	30,0	3	207	1	0	0	battle01	stage_xqnm03	10710,20704			75000,80600,75007,80705	4070009:2,6:1,2:20,1:10000	70700	0	12	12	60	949	0	0	0	0	3	1451	0	1451	1451	0	1451	1461	0	1463	0	0	0	1464	0	1464	0	0	0	4070009,4030004,4020000	1451,1461,1464	-54,-128
20801	Stage_StageNameId_20801			2,4	30,0	1	208	1	0	0	battle06	stage_xqnm03	10802,20705			75000,80800,75008,80801	4030005:2,6:1,2:20,1:10000	70800	0	12	12	70	961	0	0	0	0	3	1465	1465	1465	0	0	0	1465	1465	1465	1465	0	1465	0	1471	0	0	0	0	4030005,4020000	1465,1465,1471	-535,107
20802	Stage_StageNameId_20802			2,4	30,0	1	208	1	0	0	battle06	stage_xqnm03	10804,20801			75000,80800,75008,80802	4070004:2,6:1,2:20,1:10000	70800	0	12	12	70	973	0	0	0	0	3	1465	1465	1465	0	0	0	1465	0	1465	0	0	0	1472	0	0	1473	0	1474	4070004,4030005,4020000	1465,1465,1472	-506,-48
20803	Stage_StageNameId_20803			2,4	30,0	1	208	1	0	0	battle06	stage_xqnm03	10806,20802			75000,80800,75008,80803	4030005:2,6:1,2:20,1:10000	70800	0	12	12	70	985	0	0	0	0	3	0	1475	0	0	0	0	0	1471	0	0	0	0	0	1476	0	0	0	0	4070018,4030005,4020000	1475,1471,1476	-123,76
20804	Stage_StageNameId_20804			2,4	30,0	1	208	1	0	0	battle06	stage_xqnm03	10808,20803			75000,80800,75008,80804	4070020:2,6:1,2:20,1:10000	70800	0	12	12	70	997	0	0	0	0	3	1465	1465	1465	1465	0	1465	0	1477	0	0	1478	0	0	1476	0	0	1479	0	4070020,4030005,4020000	1465,1477,1476	313,27
20805	Stage_StageNameId_20805			2,4	30,0	3	208	1	0	0	battle06	stage_xqnm03	10810,20804			75000,80800,75008,80805	4070006:2,6:1,2:20,1:10000	70800	0	12	12	70	1009	0	0	0	0	3	1465	1465	1465	0	0	0	1465	0	1465	1465	0	1465	0	1473	0	1474	0	1471	4070006,4030005,4020000	1465,1465,1473	-54,-128
20901	Stage_StageNameId_20901			2,4	30,0	1	209	1	0	0	battle03	stage_xqnm03	10902,20805			75000,80900,75009,80901	4030006:2,6:1,2:20,1:10000	70900	0	12	12	80	1021	0	0	0	0	3	0	1480	0	0	1480	1480	1480	1480	1480	0	1486	0	0	1487	0	0	0	0	4070024,4030006,4020000	1480,1480,1487	-535,107
20902	Stage_StageNameId_20902			2,4	30,0	1	209	1	0	0	battle03	stage_xqnm03	10904,20901			75000,80900,75009,80902	4070028:2,6:1,2:20,1:10000	70900	0	12	12	80	1033	0	0	0	0	3	1480	1480	1480	1480	1480	1480	1480	1480	1480	0	0	0	0	1488	0	0	1489	0	4070028,4030006,4020000	1480,1480,1488	-506,-48
20903	Stage_StageNameId_20903			2,4	30,0	1	209	1	0	0	battle03	stage_xqnm03	10906,20902			75000,80900,75009,80903	4030006:2,6:1,2:20,1:10000	70900	0	12	12	80	1045	0	0	0	0	3	0	1480	0	1480	0	1480	1480	0	1480	0	1480	0	1490	1491	1492	0	0	0	4070009,4030006,4020000	1480,1480,1490	-123,76
20904	Stage_StageNameId_20904			2,4	30,0	1	209	1	0	0	battle03	stage_xqnm03	10908,20903			75000,80900,75009,80904	4070011:2,6:1,2:20,1:10000	70900	0	12	12	80	1057	0	0	0	0	3	0	1480	0	0	1480	0	0	1492	0	0	1489	0	0	1493	0	0	1494	0	4070001,4030006,4020000	1480,1492,1493	313,27
20905	Stage_StageNameId_20905			2,4	30,0	3	209	1	0	0	battle03	stage_xqnm03	10910,20904			75000,80900,75009,80905	4070023:2,6:1,2:20,1:10000	70900	0	12	12	80	1069	0	0	0	0	3	1480	0	1480	0	1480	0	1480	1480	1480	1480	1480	1480	0	1495	0	1494	1493	1496	4070023,4030006,4020000	1480,1480,1495	-54,-128
21001	Stage_StageNameId_21001			2,4	30,0	1	210	1	0	0	battle04	stage_xqnm03	11002,20905			75000,81000,75010,81001	4030007:2,6:1,2:20,1:10000	71000	0	12	12	100	1081	0	0	0	0	3	1497	1497	1497	0	1497	0	1497	0	1497	1497	0	1497	0	1503	0	0	0	0	4030007,4020000	1497,1497,1503	-535,107
21002	Stage_StageNameId_21002			2,4	30,0	1	210	1	0	0	battle04	stage_xqnm03	11004,21001			75000,81000,75010,81002	4070017:2,6:1,2:20,1:10000	71000	0	12	12	100	1093	0	0	0	0	3	1497	1497	1497	1497	0	1497	0	1504	0	0	1505	0	0	1504	0	0	1406	0	4070017,4030007,4020000	1497,1504,1504	-506,-48
21003	Stage_StageNameId_21003			2,4	30,0	1	210	1	0	0	battle04	stage_xqnm03	11006,21002			75000,81000,75010,81003	4030007:2,6:1,2:20,1:10000	71000	0	12	12	100	1105	0	0	0	0	3	0	0	0	0	1507	0	0	0	0	0	1507	0	0	0	0	0	1508	0	4070006,4030007,4020000	1057,1057,1058	-123,76
21004	Stage_StageNameId_21004			2,4	30,0	1	210	1	0	0	battle04	stage_xqnm03	11008,21003			75000,81000,75010,81004	4070005:2,6:1,2:20,1:10000	71000	0	12	12	100	1117	0	0	0	0	3	1497	1497	1497	1497	1497	1497	0	1509	0	0	1506	0	0	1510	0	0	1510	0	4070005,4030007,4020000	1497,1509,1510	313,27
21005	Stage_StageNameId_21005			2,4	30,0	3	210	1	0	0	battle04	stage_xqnm03	11010,21004			75000,81000,75010,81005	4030007:2,6:1,2:20,1:10000	71000	0	12	12	100	1129	0	0	0	0	3	1497	0	1497	0	0	0	1497	1497	1497	1497	0	1497	0	1511	0	1512	1506	1513	4070008,4030007,4020000	1497,1497,1511	-54,-128
21101	Stage_StageNameId_21101			2,4	30,0	1	211	1	0	0	battle05	stage_xqnm03	11102,21005			75000,81000,75011,81101	4030008:2,6:1,2:20,1:10000	71100	0	12	12	120	1141	0	0	0	0	3	0	1520	0	0	0	0	0	1520	0	0	0	0	0	1520	0	0	0	0	4030008,4020000	1520,1520,1520	-535,107
21102	Stage_StageNameId_21102			2,4	30,0	1	211	1	0	0	battle05	stage_xqnm03	11104,21101			75000,81000,75011,81102	4070018:2,6:1,2:20,1:10000	71100	0	12	12	120	1153	0	0	0	0	3	1514	1514	1514	0	0	0	1514	1514	1514	0	1514	0	0	1521	0	1522	0	1523	4070018,4030008,4020000	1514,1514,1521	-506,-48
21103	Stage_StageNameId_21103			2,4	30,0	1	211	1	0	0	battle05	stage_xqnm03	11106,21102			75000,81000,75011,81103	4030008:2,6:1,2:20,1:10000	71100	0	12	12	120	1165	0	0	0	0	3	1514	1514	1514	1514	1514	1514	1514	0	1514	0	1514	0	0	1524	0	1525	1526	1527	4070022,4030008,4020000	1514,1514,1524	-123,76
21104	Stage_StageNameId_21104			2,4	30,0	1	211	1	0	0	battle05	stage_xqnm03	11108,21103			75000,81000,75011,81104	4070002:2,6:1,2:20,1:10000	71100	0	12	12	120	1177	0	0	0	0	3	0	1528	0	0	0	0	0	1528	0	0	0	0	0	1528	0	0	0	0	4070002,4030008,4020000	1528,1528,1528	313,27
21105	Stage_StageNameId_21105			2,4	30,0	3	211	1	0	0	battle05	stage_xqnm03	11110,21104			75000,81000,75011,81105	4070001:2,6:1,2:20,1:10000	71100	0	12	12	120	1189	0	0	0	0	3	1514	0	1514	1514	0	1514	1529	0	1530	0	0	0	1531	0	1532	0	0	0	4070001,4030008,4020000	1514,1529,1531	-54,-128
21201	Stage_StageNameId_21201			2,4	30,0	1	212	1	0	0	battle06	stage_xqnm03	11202,21105			75000,81200,75012,81201	4030009:2,6:1,2:20,1:10000	71200	0	12	12	135	1201	0	0	0	0	3	1533	1533	1533	0	0	0	1533	1533	1533	1533	0	1533	0	1539	0	0	0	0	4070008,4030009,4020000	1533,1533,1539	-535,107
21202	Stage_StageNameId_21202			2,4	30,0	1	212	1	0	0	battle06	stage_xqnm03	11204,21201			75000,81200,75012,81202	4070025:2,6:1,2:20,1:10000	71200	0	12	12	135	1213	0	0	0	0	3	1533	1533	1533	0	0	0	1533	0	1533	0	0	0	0	1540	0	1541	0	1542	4070025,4030009,4020000	1533,1533,1540	-506,-48
21203	Stage_StageNameId_21203			2,4	30,0	1	212	1	0	0	battle06	stage_xqnm03	11206,21202			75000,81200,75012,81203	4030009:2,6:1,2:20,1:10000	71200	0	12	12	135	1225	0	0	0	0	3	0	1543	0	0	0	0	0	1544	0	0	0	0	0	1545	0	0	0	0	4070005,4030009,4020000	1543,1544,1545	-123,76
21204	Stage_StageNameId_21204			2,4	30,0	1	212	1	0	0	battle06	stage_xqnm03	11208,21203			75000,81200,75012,81204	4070021:2,6:1,2:20,1:10000	71200	0	12	12	135	1237	0	0	0	0	3	1533	1533	1533	1533	0	1533	0	1546	0	0	1546	0	0	1547	0	0	1547	0	4070021,4030009,4020000	1533,1546,1547	313,27
21205	Stage_StageNameId_21205			2,4	30,0	3	212	1	0	0	battle06	stage_xqnm03	11210,21204			75000,81200,75012,81205	4030009:2,6:1,2:20,1:10000	71200	0	12	12	135	1249	0	0	0	0	3	1533	1533	1533	0	0	0	1533	0	1533	1533	0	1533	0	1548	0	1541	0	1541	4070007,4030009,4020000	1533,1533,1548	-54,-128
21301	Stage_StageNameId_21301			2,4	30,0	1	213	1	0	0	battle01	stage_xqnm03	11302,21205			75000,81300,75013,81301	4030010:2,6:1,2:20,1:10000	71300	0	12	12	170	1261	0	0	0	0	3	0	1549	0	0	1549	1549	1549	1549	1549	0	1555	0	0	1556	0	0	0	0	4070016,4030010,4020000	1549,1549,1556	-535,107
21302	Stage_StageNameId_21302			2,4	30,0	1	213	1	0	0	battle01	stage_xqnm03	11304,21301			75000,81300,75013,81302	4070026:2,6:1,2:20,1:10000	71300	0	12	12	170	1273	0	0	0	0	3	1549	1549	1549	1549	1549	1549	1549	1549	1549	0	0	0	0	1557	0	0	1556	0	4070026,4030010,4020000	1549,1549,1557	-506,-48
21303	Stage_StageNameId_21303			2,4	30,0	1	213	1	0	0	battle01	stage_xqnm03	11306,21302			75000,81300,75013,81303	4030010:2,6:1,2:20,1:10000	71300	0	12	12	170	1285	0	0	0	0	3	0	1549	0	1549	0	1549	1549	0	1549	0	1549	0	1558	1559	1560	0	0	0	4070010,4030010,4020000	1549,1549,1558	-123,76
21304	Stage_StageNameId_21304			2,4	30,0	1	213	1	0	0	battle01	stage_xqnm03	11308,21303			75000,81300,75013,81304	4070022:2,6:1,2:20,1:10000	71300	0	12	12	170	1297	0	0	0	0	3	0	1549	0	0	1549	0	0	1561	0	0	1562	0	0	1563	0	0	1564	0	4070022,4030010,4020000	1549,1561,1563	313,27
21305	Stage_StageNameId_21305			2,4	30,0	3	213	1	0	0	battle01	stage_xqnm03	11310,21304			75000,81300,75013,81305	4030010:2,6:1,2:20,1:10000	71300	0	12	12	170	1309	0	0	0	0	3	1549	0	1549	0	1549	0	1549	1549	1549	1549	1549	1549	0	1565	0	1566	1559	1567	4070019,4030010,4020000	1549,1549,1565	-54,-128
21401	Stage_StageNameId_21401			2,4	30,0	1	214	1	0	0	battle06	stage_xqnm03	11402,21305			75000,81400,75014,81401	4030011:2,6:1,2:20,1:10000	71400	0	12	12	200	1321	0	0	0	0	3	1568	1568	1568	0	1568	0	1568	0	1568	1568	0	1568	0	1574	0	0	0	0	4030011,4020000	1568,1568,1574	-535,107
21402	Stage_StageNameId_21402			2,4	30,0	1	214	1	0	0	battle06	stage_xqnm03	11404,21401			75000,81400,75014,81402	4070009:2,6:1,2:20,1:10000	71400	0	12	12	200	1333	0	0	0	0	3	1568	1568	1568	1568	0	1568	0	1575	0	0	1576	0	0	1575	0	0	1577	0	4070009,4030011,4020000	1568,1575,1575	-506,-48
21403	Stage_StageNameId_21403			2,4	30,0	1	214	1	0	0	battle06	stage_xqnm03	11406,21402			75000,81400,75014,81403	4030011:2,6:1,2:20,1:10000	71400	0	12	12	200	1345	0	0	0	0	3	0	1576	0	0	0	0	0	1578	0	0	0	0	0	1579	0	0	0	0	4070019,4030011,4020000	1576,1578,1579	-123,76
21404	Stage_StageNameId_21404			2,4	30,0	1	214	1	0	0	battle06	stage_xqnm03	11408,21403			75000,81400,75014,81404	4070016:2,6:1,2:20,1:10000	71400	0	12	12	200	1357	0	0	0	0	3	1568	1568	1568	1568	1568	1568	0	1579	0	0	1580	0	0	1581	0	0	1581	0	4070016,4030011,4020000	1568,1579,1581	313,27
21405	Stage_StageNameId_21405			2,4	30,0	3	214	1	0	0	battle06	stage_xqnm03	11410,21404			75000,81400,75014,81405	4070010:2,6:1,2:20,1:10000	71400	0	12	12	200	1369	0	0	0	0	3	1568	0	1568	0	0	0	1568	1568	1568	1568	0	1568	0	1582	0	1579	1580	1583	4070010,4030011,4020000	1568,1568,1582	-54,-128
21501	Stage_StageNameId_21501			2,4	30,0	1	215	1	0	0	battle03	stage_xqnm03	11502,21405			75000,81400,75015,81501	4030012:2,6:1,2:20,1:10000	71500	0	12	12	240	1381	0	0	0	0	3	0	1590	0	0	0	0	0	1590	0	0	0	0	0	1590	0	0	0	0	4070001,4030012,4020000	1590,1590,1590	-535,107
21502	Stage_StageNameId_21502			2,4	30,0	1	215	1	0	0	battle03	stage_xqnm03	11504,21501			75000,81400,75015,81502	4070024:2,6:1,2:20,1:10000	71500	0	12	12	240	1393	0	0	0	0	3	1584	1584	1584	0	0	0	1584	1584	1584	0	1584	0	0	1591	0	1592	0	1593	4070024,4030012,4020000	1584,1584,1591	-506,-48
21503	Stage_StageNameId_21503			2,4	30,0	1	215	1	0	0	battle03	stage_xqnm03	11506,21502			75000,81400,75015,81503	4030012:2,6:1,2:20,1:10000	71500	0	12	12	240	1405	0	0	0	0	3	1584	1584	1584	1584	1584	1584	1584	0	1584	0	1584	0	1594	1595	1596	0	1595	0	4070003,4030012,4020000	1584,1584,1594	-123,76
21504	Stage_StageNameId_21504			2,4	30,0	1	215	1	0	0	battle03	stage_xqnm03	11508,21503			75000,81400,75015,81504	4070027:2,6:1,2:20,1:10000	71500	0	12	12	240	1417	0	0	0	0	3	0	1592	0	0	0	0	0	1592	0	0	0	0	0	1592	0	0	0	0	4070027,4030012,4020000	1592,1592,1592	313,27
21505	Stage_StageNameId_21505			2,4	30,0	3	215	1	0	0	battle03	stage_xqnm03	11510,21504			75000,81400,75015,81505	4030012:2,6:1,2:20,1:10000	71500	0	12	12	240	1429	0	0	0	0	3	1584	0	1584	1584	0	1584	1597	0	1598	0	0	0	1595	0	1599	0	0	0	4070011,4030012,4020000	1584,1597,1595	-54,-128
21601	Stage_StageNameId_21601			2,4	30,0	1	216	1	0	0	battle04	stage_xqnm03	11602,21505			75000,81600,75016,81601	4030013:2,6:1,2:20,1:10000	71600	0	12	12	280	1441	0	0	0	0	3	1600	1600	1600	0	0	0	1600	1600	1600	0	1606	0	0	1607	0	0	1608	0	4030013,4020000	1600,1600,1607	-535,107
21602	Stage_StageNameId_21602			2,4	30,0	1	216	1	0	0	battle04	stage_xqnm03	11604,21601			75000,81600,75016,81602	4070004:2,6:1,2:20,1:10000	71600	0	12	12	280	1453	0	0	0	0	3	1600	1600	1600	0	0	0	1600	1600	1600	0	0	0	0	1609	0	1610	0	1611	4070004,4030013,4020000	1600,1600,1609	-506,-48
21603	Stage_StageNameId_21603			2,4	30,0	1	216	1	0	0	battle04	stage_xqnm03	11606,21602			75000,81600,75016,81603	4030013:2,6:1,2:20,1:10000	71600	0	12	12	280	1465	0	0	0	0	3	1600	0	1600	1600	0	1600	1600	0	1600	0	1600	0	1607	0	1606	1608	0	1606	4070027,4030013,4020000	1600,1600,1607	-123,76
21604	Stage_StageNameId_21604			2,4	30,0	1	216	1	0	0	battle04	stage_xqnm03	11608,21603			75000,81600,75016,81604	4070006:2,6:1,2:20,1:10000	71600	0	12	12	280	1477	0	0	0	0	3	1600	1600	1600	1600	0	1600	0	1612	0	0	1612	0	0	1613	0	0	1613	0	4070006,4030013,4020000	1600,1612,1613	313,27
21605	Stage_StageNameId_21605			2,4	30,0	3	216	1	0	0	battle04	stage_xqnm03	11610,21604			75000,81600,75016,81605	4030013:2,6:1,2:20,1:10000	71600	0	12	12	280	1489	0	0	0	0	3	1600	1600	1600	0	0	0	1600	0	1600	1600	0	1600	1614	1614	1614	1614	1614	1614	4070003,4030013,4020000	1600,1600,1614	-54,-128
21701	Stage_StageNameId_21701			2,4	30,0	1	217	1	0	0	battle05	stage_xqnm03	11702,21605			75000,81700,75017,81701	4030014:2,6:1,2:30,1:10000	71700	0	12	12	340	1501	0	0	0	0	3	1615	1615	1615	0	1615	0	1615	1615	1615	0	0	0	0	1621	0	1622	0	1623	4070024,4030014,4020000	1615,1615,1621	-535,107
21702	Stage_StageNameId_21702			2,4	30,0	1	217	1	0	0	battle05	stage_xqnm03	11704,21701			75000,81700,75017,81702	4070026:2,6:1,2:30,1:10000	71700	0	12	12	340	1513	0	0	0	0	3	1615	1615	1615	0	1615	0	1615	0	1615	1623	0	1624	0	1625	0	0	1626	0	4070026,4030014,4020000	1615,1615,1625	-506,-48
21703	Stage_StageNameId_21703			2,4	30,0	1	217	1	0	0	battle05	stage_xqnm03	11706,21702			75000,81700,75017,81703	4030014:2,6:1,2:30,1:10000	71700	0	12	12	340	1525	0	0	0	0	3	1615	0	1615	1615	0	1615	1615	0	1615	0	1615	0	1627	0	1628	1629	0	1628	4070006,4030014,4020000	1615,1615,1627	-123,76
21704	Stage_StageNameId_21704			2,4	30,0	1	217	1	0	0	battle05	stage_xqnm03	11708,21703			75000,81700,75017,81704	4070020:2,6:1,2:30,1:10000	71700	0	12	12	340	1537	0	0	0	0	3	1615	1615	1615	0	1615	0	0	1621	0	0	1622	0	0	1627	0	0	1630	0	4070020,4030014,4020000	1615,1621,1627	313,27
21705	Stage_StageNameId_21705			2,4	30,0	3	217	1	0	0	battle05	stage_xqnm03	11710,21704			75000,81700,75017,81705	4030014:2,6:1,2:30,1:10000	71700	0	12	12	340	1549	0	0	0	0	3	1615	0	1615	0	1615	0	1615	1615	1615	0	0	0	0	1629	0	1625	1631	1632	4070027,4030014,4020000	1615,1615,1629	-54,-128
21801	Stage_StageNameId_21801			2,4	30,0	1	218	1	0	0	battle06	stage_xqnm03	11802,21705			75000,81800,75018,81801	4030015:2,6:1,2:30,1:10000	71800	0	12	12	400	1561	0	0	0	0	3	0	1693	0	0	0	0	0	1693	0	0	0	0	0	1693	0	0	1693	0	4030015,4020000	1693,1693,1693	-535,107
21802	Stage_StageNameId_21802			2,4	30,0	1	218	1	0	0	battle06	stage_xqnm03	11804,21801			75000,81800,75018,81802	4070018:2,6:1,2:30,1:10000	71800	0	12	12	400	1573	0	0	0	0	3	0	1633	0	1633	0	1633	0	0	0	1640	0	0	0	1641	0	0	1642	0	4070018,4030015,4020000	1633,1640,1641	-506,-48
21803	Stage_StageNameId_21803			2,4	30,0	1	218	1	0	0	battle06	stage_xqnm03	11806,21802			75000,81800,75018,81803	4030015:2,6:1,2:30,1:10000	71800	0	12	12	400	1585	0	0	0	0	3	0	0	0	0	1643	0	0	0	0	0	1644	0	0	0	0	0	1645	0	4030015,4020000	1643,1644,1645	-123,76
21804	Stage_StageNameId_21804			2,4	30,0	1	218	1	0	0	battle06	stage_xqnm03	11808,21803			75000,81800,75018,81804	4070009:2,6:1,2:30,1:10000	71800	0	12	12	400	1597	0	0	0	0	3	1633	1633	1633	0	0	0	0	1633	0	0	1633	0	1646	1646	1646	0	1647	0	4070009,4030015,4020000	1633,1633,1646	313,27
21805	Stage_StageNameId_21805			2,4	30,0	3	218	1	0	0	battle06	stage_xqnm03	11810,21804			75000,81800,75018,81805	4070007:2,6:1,2:30,1:10000	71800	0	12	12	400	1609	0	0	0	0	3	1633	0	1633	0	0	0	1633	0	1633	1633	0	1633	0	1648	0	1649	1649	1649	4070007,4030015,4020000	1633,1633,1648	-54,-128
21901	Stage_StageNameId_21901			2,4	30,0	1	219	1	0	0	battle01	stage_xqnm03	11902,21805			75000,81900,75019,81901	4030016:2,6:1,2:30,1:10000	71900	0	12	12	470	1621	0	0	0	0	3	0	1650	0	0	1650	0	0	1650	0	0	1650	0	0	1656	0	0	1657	0	4030016,4020000	1650,1650,1656	-535,107
21902	Stage_StageNameId_21902			2,4	30,0	1	219	1	0	0	battle01	stage_xqnm03	11904,21901			75000,81900,75019,81902	4070021:2,6:1,2:30,1:10000	71900	0	12	12	470	1633	0	0	0	0	3	0	1658	0	0	0	0	0	1658	0	0	0	0	0	1658	0	0	1658	0	4070021,4030016,4020000	1658,1658,1658	-506,-48
21903	Stage_StageNameId_21903			2,4	30,0	1	219	1	0	0	battle01	stage_xqnm03	11906,21902			75000,81900,75019,81903	4030016:2,6:1,2:30,1:10000	71900	0	12	12	470	1645	0	0	0	0	3	0	1659	0	0	0	0	0	1659	0	0	0	0	0	1659	0	0	0	0	4030016,4020000	1659,1659,1659	-123,76
21904	Stage_StageNameId_21904			2,4	30,0	1	219	1	0	0	battle01	stage_xqnm03	11908,21903			75000,81900,75019,81904	4070002:2,6:1,2:30,1:10000	71900	0	12	12	470	1657	0	0	0	0	3	0	1650	0	0	1650	0	1650	1650	1650	0	1660	0	0	1660	0	0	0	0	4070002,4030016,4020000	1650,1650,1660	313,27
21905	Stage_StageNameId_21905			2,4	30,0	3	219	1	0	0	battle01	stage_xqnm03	11910,21904			75000,81900,75019,81905	4070025:2,6:1,2:30,1:10000	71900	0	12	12	470	1669	0	0	0	0	3	1650	0	1650	1650	0	1650	1650	0	1650	1650	0	1650	1661	1661	1661	1661	1661	1661	4070025,4030016,4020000	1650,1650,1661	-54,-128
